timestamp_ms,raw_value
2,3024
7,3034
12,3025
17,3019
22,3034
27,3019
32,3019
37,3010
42,3009
47,3016
52,3003
57,3015
62,2999
67,2994
72,2992
77,2999
82,2975
87,2992
92,2975
97,2969
102,2964
107,2963
112,2956
117,2944
122,2945
127,2948
132,2939
137,2929
142,2931
147,2927
152,2919
157,2915
162,2905
167,2909
172,2905
177,2894
182,2912
187,2893
192,2883
197,2883
202,2906
207,2879
212,2871
217,2866
222,2871
227,2864
232,2866
237,2855
242,2852
247,2866
252,2845
257,2848
262,2851
267,2839
272,2850
277,2837
282,2838
287,2831
292,2785
297,2853
302,2832
307,2832
312,2831
317,2814
322,2837
327,2826
332,2820
337,2832
342,2819
347,2831
353,2819
357,2818
362,2817
367,2816
372,2819
377,2814
382,2815
387,2817
393,2815
397,2811
402,2811
407,2815
412,2811
417,2803
422,2813
427,2807
432,2814
437,2809
442,2803
447,2805
452,2820
457,2816
462,2808
467,2815
472,2810
477,2807
482,2807
487,2810
492,2803
497,2809
502,2807
507,2818
512,2797
517,2828
522,2807
527,2811
532,2800
537,2810
542,2813
547,2814
552,2803
557,2810
562,2809
567,2831
572,2800
577,2809
582,2816
587,2815
592,2822
597,2823
602,2806
607,2801
612,2816
617,2915
622,2816
627,2813
632,2810
637,2810
642,2822
647,2833
652,2818
657,2809
662,2818
667,2823
672,2817
677,2815
682,2822
687,2818
692,2815
697,2818
702,2826
707,2810
712,2822
717,2816
722,2815
727,2814
732,2813
737,2811
742,2815
747,2815
752,2818
757,2806
762,2804
767,2817
772,2815
777,2818
782,2823
787,2815
792,2816
797,2807
802,2821
807,2820
812,2826
817,2818
822,2825
827,2847
832,2825
837,2833
842,2843
847,2840
852,2839
857,2839
862,2842
867,2853
872,2851
877,2849
882,2864
887,2860
893,2853
897,2856
902,2860
907,2863
912,2875
917,2880
922,2877
927,2890
932,2885
937,2887
942,2887
947,2880
952,2895
957,2898
962,2899
967,2911
972,2922
977,2909
982,2918
987,2919
992,2928
997,2931
1002,2930
1007,2929
1012,2940
1017,2928
1022,2950
1027,2951
1032,2962
1037,2961
1042,2966
1047,2960
1052,2978
1057,2982
1062,2989
1067,2992
1072,2998
1077,3002
1082,3023
1087,3013
1092,3022
1097,3025
1102,3029
1107,3039
1112,3046
1117,3043
1122,3040
1127,3062
1132,3066
1137,3069
1142,3062
1147,3083
1152,3088
1157,3090
1162,3098
1167,3111
1172,3105
1177,3118
1182,3118
1187,3111
1192,3121
1197,3130
1202,3138
1207,3136
1212,3136
1217,3152
1222,3155
1227,3159
1232,3163
1237,3166
1242,3172
1247,3177
1252,3179
1257,3181
1262,3185
1267,3194
1272,3194
1277,3200
1282,3199
1287,3200
1292,3202
1297,3193
1302,3211
1307,3221
1312,3213
1317,3219
1322,3221
1327,3218
1332,3223
1337,3222
1342,3234
1347,3223
1352,3231
1357,3234
1362,3236
1367,3242
1372,3234
1377,3236
1382,3235
1387,3235
1392,3239
1397,3227
1402,3239
